Martyn Moxon,Martyn Douglas Moxon,04-05-1960,England,"Stairfoot, Barnsley, Yorkshire, England",England,England,Right-hand bat,Right-arm medium
Marvan Atapattu,Marvan Samson Atapattu,22-11-1970,Sri Lanka,"Kalutara, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Leg-break
Mashrafe Mortaza,Mashrafe Bin Mortaza,05-10-1983,Bangladesh,"Narail, Khulna, Bangladesh",Bangladesh,"Bangladesh, Asian Cricket Council XI, Kolkata Knight Riders",Right-hand bat,Right-arm fast-medium
Masood Anwar,Masood Anwar,12-12-1967,Pakistan,"Khanewal, Punjab, Pakistan",Pakistan,Pakistan,Left-hand bat,Slow left-arm
Masood Iqbal,Masood Iqbal Qureshi,17-04-1952,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,
Mathew Sinclair,Mathew Stuart Sinclair,09-11-1975,Australia,"Katherine, Northern Territory, Australia",New Zealand,"Central Districts,
New Zealand",Right-hand bat,Right-arm medium
Matt Henderson,Matthew Henderson,02-08-1895,New Zealand,"Auckland, New Zealand",New Zealand,New Zealand,Left-hand bat,Left-arm fast-medium
Matt Henry,Matthew James Henry,14-12-1991,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,"New Zealand, Kings XI Punjab",Right-hand bat,Right-arm fast-medium
Matt Horne,Matthew Jeffery Horne,05-12-1970,New Zealand,"Takapuna, Auckland, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Matt Machan,Matthew William Machan,15-02-1991,England,"Brighton, Sussex, England",Scotland,Scotland,Left-hand bat,Off-break
Matt Nicholson,Matthew James Nicholson,02-10-1974,Australia,"St Leonards, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Matt Poore,Matt Beresford Poore,01-06-1930,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Off-break
Matt Prior,Matthew James Prior,26-02-1982,South Africa,"Johannesburg, Transvaal, South Africa",England,England,Right-hand bat,
Matthew Bell,Matthew David Bell,25-02-1977,New Zealand,"Dunedin, Otago, New Zealand",New Zealand,New Zealand,Right-hand bat,Off-break
Matthew Cross,Matthew Henry Cross,15-10-1992,Scotland,"Aberdeen, Scotland",Scotland,Scotland,Right-hand bat,
Matthew Elliott,Matthew Thomas Gray Elliott,28-09-1971,Australia,"Chelsea, Victoria, Australia",Australia,Australia,Left-hand bat,Left-arm medium
Matthew Fleming,Matthew Valentine Fleming,12-12-1964,England,"Macclesfield, Cheshire, England",England,England,Right-hand bat,Right-arm medium
Matthew Hart,Matthew Norman Hart,16-05-1972,New Zealand,"Hamilton, Waikato, New Zealand",New Zealand,New Zealand,Left-hand bat,Slow left-arm
Matthew Hayden,Matthew Lawrence Hayden,29-10-1971,Australia,"Kingaroy, Queensland, Australia",Australia,"Australia, ICC World XI, Chennai Super Kings",Left-hand bat,Right-arm medium
Matthew Hoggard,Matthew James Hoggard,31-12-1976,England,"Leeds, Yorkshire, England",England,"Leicestershire,
England",Right-hand bat,Right-arm fast-medium
Matthew Maynard,Matthew Peter Maynard,21-03-1966,England,"Oldham, Lancashire, England",England,England,Right-hand bat,Right-arm medium
Matthew Parker,Matthew Archibald Parker,02-03-1989,Scotland,"Dundee, Angus, Scotland",Scotland,Scotland,Left-hand bat,Right-arm medium-fast
Matthew Wade,Matthew Scott Wade,26-12-1987,Australia,"Lauderdale, Tasmania, Australia",Australia,"Australia, Victoria, Delhi Daredevils",Left-hand bat,Right-arm medium
Matthew Walker,Matthew David John Walker,17-01-1977,New Zealand,"Opunake, Taranaki, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Maurice Allom,Maurice James Carrick Allom,23-03-1906,England,"Northwood, Middlesex, England",England,England,Right-hand bat,Right-arm medium-fast
Maurice Fernandes,Maurius Pacheco Fernandes,12-08-1897,Guyana,"Georgetown, Demerara, Guyana",West Indies,West Indies,Right-hand bat,
Maurice Foster,Maurice Linton Churchill Foster,09-05-1943,Jamaica,"Retreat, St Mary, Jamaica",West Indies,West Indies,Right-hand bat,Off-break
Maurice Leyland,Morris Leyland,20-07-1900,England,"New Park, Harrogate, Yorkshire, England",England,England,Left-hand bat,Slow left-arm
Maurice Odumbe,Maurice Omondi Odumbe,15-06-1969,Kenya,"Nairobi, Kenya",Kenya,Kenya,Right-hand bat,Off-break
Maurice Read,John Maurice Read,09-02-1859,England,"Thames Ditton, Surrey, England",England,England,Right-hand bat,Right-arm fast-medium
Maurice Tate,Maurice William Tate,30-05-1895,England,"Preston, Brighton, Sussex, England",England,England,Right-hand bat,"Off-break, Right-arm fast-medium, Right-arm medium"
Maurice Tremlett,Maurice Fletcher Tremlett,05-07-1923,England,"Stockport, Cheshire, England",England,England,Right-hand bat,Right-arm fast-medium
Maurice Turnbull,Maurice Joseph Lawson Turnbull,16-03-1906,Wales,"Cardiff, Glamorgan, Wales",England,England,Right-hand bat,Off-break
Maurits Jonkman,Maurits Maarten Alexander Jonkman,20-03-1986,Netherlands,"The Hague, Netherlands",Netherlands,Netherlands,Right-hand bat,Right-arm medium
Maurits van Nierop,Maurits William Albert van Nierop,11-05-1983,South Africa,"Cape Town, Cape Province, South Africa",Netherlands,Netherlands,Right-hand bat,Right-arm medium
Max Sorensen,Max Christian Sorensen,18-11-1985,South Africa,"Johannesburg, Transvaal, South Africa",Ireland,Ireland,Right-hand bat,Right-arm fast-medium
Max Walker,Maxwell Henry Norman Walker,12-09-1948,Australia,"West Hobart, Tasmania, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Max Waller,Max Thomas Charles Waller,03-03-1988,England,"Salisbury, Wiltshire, England",,Somerset,Right-hand bat,Leg-break
Mazhar Hussain,Sheikh Mazhar Hussain,25-10-1967,Pakistan,"Lahore, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Leg-break
Mazharul Haque,Mohammad Mazharul Haque Chowdhuri,03-07-1980,Bangladesh,"Narayanganj, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Off-break
Mehmood Quaraishy,Mehmood Quaraishy,04-02-1942,Kenya,Kenya,,East Africa,,
Melt van Schoor,Melt van Schoor,07-04-1967,South Africa,"Mowbray, Cape Town, Cape Province, South Africa",Namibia,Namibia,Right-hand bat,
Merv Harvey,Mervyn Roye Harvey,29-04-1918,Australia,"Broken Hill, New South Wales, Australia",Australia,Australia,Right-hand bat,
Merv Hughes,Mervyn Gregory Hughes,23-11-1961,Australia,"Euroa, Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm fast
Merv Wallace,Walter Mervyn Wallace,19-12-1916,New Zealand,"Grey Lynn, Auckland, New Zealand",New Zealand,New Zealand,Right-hand bat,Off-break
Mervyn Dillon,Mervyn Dillon,05-06-1974,Trinidad and Tobago,"Mission Village, Toco, Trinidad",West Indies,West Indies,Right-hand bat,Right-arm fast-medium
Mervyn Grell,Mervyn George Grell,18-12-1899,Trinidad and Tobago,Trinidad,West Indies,West Indies,Right-hand bat,Right-arm medium
Mervyn Waite,Mervyn George Waite,07-01-1911,Australia,"Kent Town, Adelaide, South Australia, Australia",Australia,Australia,Right-hand bat,"Right-arm medium, Off-break"
Mevan Pieris,Hemal Sri Mevan Pieris,16-02-1946,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Left-hand bat,Right-arm fast-medium
Meyrick Pringle,Meyrick Wayne Pringle,22-06-1966,South Africa,"Adelaide, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Right-arm fast-medium
Mfuneko Ngam,Mfuneko Ngam,29-01-1979,South Africa,"Middledrift, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Right-arm fast
Michael Atherton,Michael Andrew Atherton,23-03-1968,England,"Failsworth, Manchester, Lancashire, England",England,England,Right-hand bat,Leg-break
Michael Bates,Michael David Bates,11-10-1983,New Zealand,"Auckland, New Zealand",New Zealand,"Auckland,
New Zealand",Right-hand bat,Left-arm medium
Michael Beer,Michael Anthony Beer,09-06-1984,Australia,"Malvern, Melbourne, Victoria, Australia",Australia,"Australia, Perth Scorchers",Right-hand bat,Slow left-arm
Michael Bevan,Michael Gwyl Bevan,08-05-1970,Australia,"Belconnen, Australian Capital Territory, Australia",Australia,Australia,Left-hand bat,Chinaman
Michael Bracewell,Michael Gordon Bracewell,14-02-1991,New Zealand,"Masterton, Wairarapa, New Zealand",,Otago,Left-hand bat,
Michael Carberry,Michael Alexander Carberry,29-09-1980,England,"Croydon, Surrey, England",England,"Hampshire,
England",Left-hand bat,Off-break
Michael Chinouya,Michael Tawanda Chinouya,09-06-1986,Zimbabwe,"Kwekwe, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm fast-medium
Michael Clarke,Michael John Clarke,02-04-1981,Australia,"Liverpool, New South Wales, Australia",Australia,"Australia, Pune Warriors",Right-hand bat,Slow left-arm
Michael Di Venuto,Michael James Di Venuto,12-12-1973,Australia,"Hobart, Tasmania, Australia",Australia,Australia,Left-hand bat,"Right-arm medium, Leg-break googly"
Michael Frederick,Michael Campbell Frederick,06-05-1927,Barbados,"Mile and a Quarter, St Peter, Barbados",West Indies,West Indies,Right-hand bat,Right-arm medium
Michael Holding,Michael Anthony Holding,16-02-1954,Jamaica,"Half Way Tree, Kingston, Jamaica",West Indies,West Indies,Right-hand bat,Right-arm fast
Michael Hussey,Michael Edward Killeen Hussey,27-05-1975,Australia,"Mount Lawley, Western Australia, Australia",Australia,"Australia, Chennai Super Kings, Mumbai Indians",Left-hand bat,Right-arm medium
Michael Kasprowicz,Michael Scott Kasprowicz,10-02-1972,Australia,"South Brisbane, Queensland, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Michael Klinger,Michael Klinger,04-07-1980,Australia,"Kew, Melbourne, Victoria, Australia",Australia,"Australia, South Australia, Kochi Tuskers Kerala",Right-hand bat,Right-arm medium
Michael Leask,Michael Alexander Leask,29-10-1990,Scotland,"Aberdeen, Scotland",Scotland,Scotland,Right-hand bat,Off-break
Michael Lumb,Michael John Lumb,12-02-1980,South Africa,"Johannesburg, Transvaal, South Africa",England,"England, Deccan Chargers, Rajasthan Royals, Sydney Sixers",Left-hand bat,Right-arm medium
Michael Mason,Michael James Mason,27-08-1974,New Zealand,"Carterton, Wairarapa, New Zealand",New Zealand,"Central Districts,
New Zealand",Right-hand bat,Right-arm fast-medium
Michael Owens,Michael Barry Owens,11-11-1969,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm fast-medium
Michael Papps,Michael Hugh William Papps,02-07-1979,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,
Michael Rippon,Michael James Gratton Rippon,14-09-1991,South Africa,"Cape Town, Cape Province, South Africa",Netherlands,Netherlands,Right-hand bat,Chinaman
Michael Slater,Michael Jonathon Slater,21-02-1970,Australia,"Wagga Wagga, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm medium
Michael Smith,Michael John Smith,04-01-1942,England,"Enfield, Middlesex, England",England,England,Right-hand bat,Slow left-arm
Michael Swart,Michael Richard Swart,01-10-1982,Australia,"Subiaco, Perth, Western Australia, Australia",Netherlands,Netherlands,Right-hand bat,Off-break
Michael Tissera,Michael Hugh Tissera,23-03-1939,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Leg-break
Michael Vandort,Michael Graydon Vandort,19-01-1980,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,"Sri Lanka, Wayamba",Left-hand bat,Right-arm medium
Michael Vaughan,Michael Paul Vaughan,29-10-1974,England,"Hope Hospital, Salford, Lancashire, England",England,England,Right-hand bat,Off-break
Michael Yardy,Michael Howard Yardy,27-11-1980,England,"Pembury, Kent, England",England,"Sussex,
England",Left-hand bat,"Slow left-arm, Left-arm medium"
Mick Commaille,John McIllwaine Moore Commaille,21-02-1883,South Africa,"Cape Town, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,
Mick Lewis,Michael Llewellyn Lewis,29-06-1974,Australia,"Greensborough, Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Mick Malone,Michael Francis Malone,09-10-1950,Australia,"Scarborough, Perth, Western Australia, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Mick Melle,Michael George Melle,03-06-1930,South Africa,"Forest Town, Johannesburg, Transvaal, South Africa",South Africa,South Africa,Right-hand bat,Right-arm fast
Micky Stewart,Michael James Stewart,16-09-1932,England,"Herne Hill, Surrey, England",England,England,Right-hand bat,Right-arm medium
Miguel Cummins,Miguel Lamar Cummins,05-09-1990,Barbados,"St Michael, Barbados",West Indies,West Indies,Left-hand bat,Right-arm fast
Mike Allingham,Michael James de Grey Allingham,06-01-1965,Scotland,"Inverness, Scotland",Scotland,Scotland,Right-hand bat,Right-arm medium
Mike Brearley,John Michael Brearley,28-04-1942,England,"Harrow, Middlesex, England",England,England,Right-hand bat,Right-arm medium
Mike Denness,Michael Henry Denness,01-12-1940,Scotland,"Bellshill, Lanarkshire, Scotland",England,England,Right-hand bat,"Right-arm medium, Off-break"
Mike Findlay,Thaddeus Michael Findlay,19-10-1943,St Vincent and the Grenadines,"Troumaca, St Vincent",West Indies,West Indies,Right-hand bat,
Mike Gatting,Michael William Gatting,06-06-1957,England,"Kingsbury, Middlesex, England",England,England,Right-hand bat,Right-arm medium
Mike Hendrick,Michael Hendrick,22-10-1948,England,"Darley Dale, Derbyshire, England",England,England,Right-hand bat,Right-arm fast-medium
Mike Macaulay,Michael John Macaulay,19-04-1939,South Africa,"Durban, Natal, South Africa",South Africa,South Africa,Right-hand bat,"Left-arm medium, Slow left-arm"
Mike Procter,Michael John Procter,15-09-1946,South Africa,"Durban, Natal, South Africa",South Africa,South Africa,Right-hand bat,"Right-arm fast, Off-break"
Mike Rindel,Michael John Raymond Rindel,09-02-1963,South Africa,"Durban, Natal, South Africa",South Africa,South Africa,Left-hand bat,"Left-arm medium-fast, Slow left-arm"
Mike Selvey,Michael Walter William Selvey,25-04-1948,England,"Chiswick, Middlesex, England",England,England,Right-hand bat,Right-arm fast-medium
Mike Shrimpton,Michael John Froud Shrimpton,23-06-1940,New Zealand,"Feilding, Manawatu, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break
Mike Smith,Michael John Knight Smith,30-06-1933,England,"Westcotes, Leicester, England",England,England,Right-hand bat,Right-arm slow-medium
Mike Veletta,Michael Robert John Veletta,30-10-1963,Australia,"Subiaco, Perth, Western Australia, Australia",Australia,Australia,Right-hand bat,
Mike Watkinson,Michael Watkinson,01-08-1961,England,"Westhoughton, Lancashire, England",England,England,Right-hand bat,"Right-arm medium, Off-break"
Mike Whitney,Michael Roy Whitney,24-02-1959,Australia,"Surry Hills, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Left-arm fast-medium
Miles Bascombe,Miles Cameron Bascombe,12-01-1986,St Vincent and the Grenadines,St Vincent,West Indies,West Indies,Right-hand bat,
Milinda Siriwardene,Tissa Appuhamilage Milinda Siriwardene,04-12-1985,Sri Lanka,"Nagoda, Sri Lanka",Sri Lanka,"Sri Lanka, Ruhuna, Kandurata",Left-hand bat,Slow left-arm
Milkha Singh,Amritsar Govindsingh Milkha Singh,31-12-1941,India,"Madras (now Chennai), India",India,India,Left-hand bat,Right-arm medium
Milton Pydanna,Milton Robert Pydanna,27-01-1950,Guyana,"New Amsterdam, West Bank, Berbice, Guyana",West Indies,West Indies,Right-hand bat,
Milton Small,Milton Aster Small,12-02-1964,Barbados,"Blades Point, St Philip, Barbados",West Indies,West Indies,Right-hand bat,Right-arm fast-medium
Min Patel,Minal Mahesh Patel,07-07-1970,India,"Bombay (now Mumbai), Maharashtra, India",England,England,Right-hand bat,Slow left-arm
Minhajul Abedin,Minhajul Abedin,25-09-1965,Pakistan,"Chittagong (now in Bangladesh), Pakistan",Bangladesh,Bangladesh,Right-hand bat,Off-break
Miran Bakhsh,Malik Miran Bakhsh,20-04-1907,India,"Rawalpindi, Punjab (now in Pakistan), India",Pakistan,Pakistan,Right-hand bat,Off-break
Mirwais Ashraf,Mirwais Ashraf,30-06-1988,Afghanistan,"Kunduz, Afghanistan",Afghanistan,Afghanistan,Right-hand bat,Right-arm fast-medium
Misbah-ul-Haq,Misbah-ul-Haq Khan Niazi,28-05-1974,Pakistan,"Mianwali, Punjab, Pakistan",Pakistan,"Pakistan, Faisalabad Wolves, Royal Challengers Bangalore",Right-hand bat,Leg-break
Mitchell Johnson,Mitchell Guy Johnson,02-11-1981,Australia,"Townsville, Queensland, Australia",Australia,"Australia, Kings XI Punjab, Mumbai Indians",Left-hand bat,Left-arm fast
Mitchell Marsh,Mitchell Ross Marsh,20-10-1991,Australia,"Attadale, Perth, Western Australia, Australia",Australia,"Australia, Deccan Chargers, Pune Warriors, Perth Scorchers, Rising Pune Supergiants",Right-hand bat,Right-arm medium
Mitchell McClenaghan,Mitchell John McClenaghan,11-06-1986,New Zealand,"Hastings, Hawke's Bay, New Zealand",New Zealand,"Central Districts,
New Zealand, Mumbai Indians",Left-hand bat,Left-arm medium-fast
Mitchell Starc,Mitchell Aaron Starc,30-01-1990,Australia,"Baulkham Hills, Sydney, New South Wales, Australia",Australia,"Australia, New South Wales, Royal Challengers Bangalore, Sydney Sixers",Left-hand bat,Left-arm fast-medium
Mithra Wettimuny,Mithra de Silva Wettimuny,11-06-1951,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,
Mithun Ali,Mohammad Mithun Ali,03-02-1990,Bangladesh,"Kushtia, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,
Mluleki Nkala,Mluleki Luke Nkala,01-04-1981,Zimbabwe,"Bulawayo, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm fast-medium
Moeen Ali,Moeen Munir Ali,18-06-1987,England,"Birmingham, Warwickshire, England",England,England,Left-hand bat,Off-break
Mohammad Aamer,Mohammad Aamer,13-04-1992,Pakistan,"Gujar Khan, Punjab, Pakistan",Pakistan,Pakistan,Left-hand bat,Left-arm fast-medium
Mohammad Akram,Mohammad Akram Awan,10-09-1974,Pakistan,"Islamabad, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Mohammad Ashraful,Mohammad Ashraful,09-09-1984,Bangladesh,"Dhaka, Bangladesh",Bangladesh,"Bangladesh, Asian Cricket Council XI, Mumbai Indians",Right-hand bat,"Leg-break, Off-break"
Mohammad Asif,Mohammad Asif,20-12-1982,Pakistan,"Sheikhupura, Punjab, Pakistan",Pakistan,"Pakistan, Asian Cricket Council XI, Delhi Daredevils",Left-hand bat,Right-arm fast-medium
Mohammad Aslam,Mohammad Aslam,07-09-1961,Pakistan,"Karachi, Sind, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm fast-medium
Mohammad Ayub,Mohammad Ayub Dogar,13-09-1979,Pakistan,"Nankana Sahib, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Mohammad Azharuddin,Mohammad Azharuddin,08-02-1963,India,"Hyderabad, Andhra Pradesh, India",India,India,Right-hand bat,Right-arm medium
Mohammad Farooq,Mohammad Farooq,08-04-1938,India,"Junagadh, Gujarat, India",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Mohammad Hafeez,Mohammad Hafeez,17-10-1980,Pakistan,"Sargodha, Punjab, Pakistan",Pakistan,"Pakistan, Lahore Lions, Kolkata Knight Riders",Right-hand bat,Off-break
Mohammad Hussain,Mohammad Hussain,08-10-1976,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Left-hand bat,Slow left-arm
Mohammad Ilyas,Mohammad Ilyas Mahmood,19-03-1946,India,"Lahore, Punjab (now in Pakistan), India",Pakistan,Pakistan,Right-hand bat,Leg-break
Mohammad Iqbal,Mohammad Iqbal Butt,03-12-1973,Pakistan,"Rawalpindi, Punjab, Pakistan",Canada,Canada,Right-hand bat,Right-arm slow
Mohammad Irfan,Mohammad Irfan,06-06-1982,Pakistan,"Gaggu Mandi, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Left-arm medium-fast
Mohammad Ishaq,Mohammad Ishaq,07-03-1963,Pakistan,"Lahore, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm medium
Mohammad Kaif,Mohammad Kaif,01-12-1980,India,"Allahabad, Uttar Pradesh, India",India,"India, Royal Challengers Bangalore, Rajasthan Royals, Kings XI Punjab",Right-hand bat,Off-break
Mohammad Kashif,Mohammad Kashif Hussain,03-12-1984,Pakistan,"Khanewal, Punjab, Pakistan",Netherlands,Netherlands,Right-hand bat,Slow left-arm
Mohammad Khalil,Mohammad Khalil,11-11-1982,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Left-hand bat,Left-arm medium
Mohammad Munaf,Mohammad Munaf,02-11-1935,India,"Bombay (now Mumbai), Maharashtra, India",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Mohammad Nabi,Mohammad Nabi Eisakhil,07-03-1985,Pakistan,"Peshawar, North-West Frontier Province, Pakistan",Afghanistan,"Afghanistan, Sunrisers",Right-hand bat,Off-break
Mohammad Nazir,Mohammad Nazir,08-03-1946,India,"Rawalpindi, Punjab (now in Pakistan), India",Pakistan,Pakistan,Right-hand bat,Off-break
Mohammad Nissar,Mohammad Nissar,01-08-1910,India,"Hoshiarpur, Punjab, India",India,India,Right-hand bat,Right-arm fast-medium
Mohammad Qazi,Mohammad Qazi,23-04-1984,Pakistan,Pakistan,Canada,Canada,Right-hand bat,Right-arm medium
Mohammad Rafique,Mohammad Rafique,05-09-1970,Pakistan,"Dacca (now Dhaka, Bangladesh), Pakistan",Bangladesh,"Bangladesh, Asian Cricket Council XI",Left-hand bat,Slow left-arm
Mohammad Ramzan,Mohammad Ramzan,25-12-1970,Pakistan,"Lyallpur (now Faisalabad), Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium
Mohammad Salim,Mohammad Salim,15-10-1981,Bangladesh,"Ferryghat, Khulna, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,
Mohammad Salman,Mohammad Salman,07-08-1981,Pakistan,"Karachi, Sind, Pakistan",Pakistan,"Pakistan, Faisalabad Wolves",Right-hand bat,Leg-break
Mohammad Sami,Mohammad Sami,24-02-1981,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast
Mohammad Shahzad,Mohammad Shahzad,15-07-1991,Pakistan,"Peshawar, North-West Frontier Province, Pakistan",Afghanistan,Afghanistan,Right-hand bat,
Mohammad Sharif,Mohammad Sharif,12-12-1985,Bangladesh,"Narayanganj, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Right-arm medium-fast
Mohammad Shehzad,Mohammad Shehzad,15-08-1979,Pakistan,"Gujranwala, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm medium
Mohammad Sheikh,Mohammad Sheikh,29-08-1980,Kenya,"Nairobi, Kenya",Kenya,Kenya,Left-hand bat,Slow left-arm
Mohammad Talha,Mohammad Talha,15-10-1988,Pakistan,"Faisalabad, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Mohammad Tauqir,Mohammad Tauqir Khan,14-01-1972,United Arab Emirates,"Dubai, United Arab Emirates",United Arab Emirates,United Arab Emirates,Right-hand bat,Off-break
Mohammad Wasim,Mohammad Wasim,08-08-1977,Pakistan,"Rawalpindi, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Leg-break googly
Mohammad Yousuf,Mohammad Yousuf,27-08-1974,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,"Pakistan, Asian Cricket Council XI",Right-hand bat,Off-break
Mohammad Zahid,Mohammad Zahid,02-08-1976,Pakistan,"Gaggu Mandi, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Mohammed Shami,Mohammed Shami,03-09-1990,India,"Jonagar, Bengal, India",India,"India, Delhi Daredevils, Kolkata Knight Riders",Right-hand bat,Right-arm fast-medium
Mohibullah Paak,Mohibullah Paak Oryakhel,12-10-1992,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Right-hand bat,Right-arm medium
Mohinder Amarnath,Mohinder Amarnath Bhardwaj,24-09-1950,India,"Patiala, Punjab, India",India,India,Right-hand bat,Right-arm medium
Mohit Sharma,Mohit Sharma,18-09-1988,India,"Ballabhgarh, Haryana, India",India,"India, Chennai Super Kings, Kings XI Punjab",Right-hand bat,Right-arm fast-medium
Mohsin Kamal,Mohsin Kamal,16-06-1963,Pakistan,"Lyallpur (now Faisalabad), Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast
Mohsin Khan,Mohsin Hasan Khan,15-03-1955,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium
Mohsin Mulla,Mohsin Mulla,07-11-1981,India,"Navsari, Gujarat, India",Canada,Canada,Right-hand bat,Right-arm medium
Moin Ashraf,Moin Aqeeb Ashraf,05-01-1992,England,"Bradford, Yorkshire, England",,Yorkshire,Right-hand bat,Right-arm fast-medium
Moin Khan,Mohammad Moin Khan,23-09-1971,Pakistan,"Rawalpindi, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Moin-ul-Atiq,Moin-ul-Atiq,05-08-1964,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Leg-break
Moises Henriques,Moises Constantino Henriques,01-02-1987,Portugal,"Funchal, Portugal",Australia,"Australia, New South Wales, Royal Challengers Bangalore, Delhi Daredevils, Kolkata Knight Riders, Sydney Sixers, Sunrisers",Right-hand bat,Right-arm fast-medium
Mominul Haque,Mominul Haque,29-09-1991,Bangladesh,"Cox's Bazar, Chittagong, Bangladesh",Bangladesh,Bangladesh,Left-hand bat,Slow left-arm
Monde Zondeki,Monde Zondeki,25-07-1982,South Africa,"King William's Town, Cape Province, South Africa",South Africa,"South Africa, African XI, Cape Cobras",Right-hand bat,Right-arm fast
Moneeb Iqbal,Moneeb Mohammed Iqbal,28-02-1986,Scotland,"Glasgow, Lanarkshire, Scotland",Scotland,Scotland,Right-hand bat,Leg-break
Moniruzzaman,AI Mohammad Moniruzzaman,25-10-1976,Bangladesh,"Mymensingh, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,
Monte Lynch,Monte Alan Lynch,21-05-1958,Guyana,"Plaisance, East Coast, Demerara, Guyana",England,England,Right-hand bat,"Right-arm medium, Off-break"
Monty Bowden,Montague Parker Bowden,01-11-1865,England,"Stockwell, Surrey, England",England,England,Right-hand bat,
Monty Noble,Montague Alfred Noble,28-01-1873,Australia,"Dixon Street, Chinatown, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,"Right-arm medium, Off-break"
Monty Panesar,Mudhsuden Singh Panesar,25-04-1982,England,"Luton, Bedfordshire, England",England,England,Left-hand bat,Slow left-arm
Morappakam Gopalan,Morappakam Joysam Gopalan,06-06-1909,India,"Morappakam, India",India,India,Right-hand bat,Right-arm fast-medium
Mordecai Sherwin,Mordecai Sherwin,26-02-1851,England,"Greasley, Nottinghamshire, England",England,England,Right-hand bat,Right-arm fast
Morice Bird,Morice Carlos Bird,25-03-1888,England,"St Michael's Hamlet, Liverpool, Lancashire, England",England,England,Right-hand bat,Right-arm medium
Morne Karg,Morne Karg,12-07-1977,Namibia,"Windhoek, Namibia",Namibia,Namibia,Right-hand bat,
