Brian Lara,Brian Charles Lara,02-05-1969,Trinidad and Tobago,"Cantaro, Santa Cruz, Trinidad",West Indies,"West Indies, ICC World XI",Left-hand bat,Leg-break googly
Brian Luckhurst,Brian William Luckhurst,05-02-1939,England,"Sittingbourne, Kent, England",England,England,Right-hand bat,Slow left-arm
Brian McKechnie,Brian John McKechnie,06-11-1953,New Zealand,"Gore, Southland, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm fast-medium
Brian McMillan,Brian Mervin McMillan,22-12-1963,South Africa,"Welkom, Orange Free State, South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium-fast
Brian Murphy,Brian Andrew Murphy,01-12-1976,Zimbabwe,"Salisbury (now Harare), Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Leg-break googly
Brian Rose,Brian Charles Rose,04-06-1950,England,"Dartford, Kent, England",England,England,Left-hand bat,Left-arm medium
Brian Statham,John Brian Statham,17-06-1930,England,"Gorton, Manchester, Lancashire, England",England,England,Left-hand bat,Right-arm fast-medium
Brian Taber,Hedley Brian Taber,29-04-1940,Australia,"Wagga Wagga, New South Wales, Australia",Australia,Australia,Right-hand bat,Leg-break
Brian Vitori,Brian Vitalis Vitori,22-02-1990,Zimbabwe,"Masvingo, Zimbabwe",Zimbabwe,Zimbabwe,Left-hand bat,Left-arm fast-medium
Brighton Watambwa,Brighton Tonderai Watambwa,09-06-1977,Zimbabwe,"Salisbury (now Harare), Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm fast-medium
Brijal Patel,Brijal Jagdish Patel,14-11-1977,Kenya,"Nairobi, Kenya",Kenya,Kenya,Right-hand bat,Slow left-arm
Brijesh Patel,Brijesh Pursuram Patel,24-11-1952,India,"Baroda, Gujarat, India",India,India,Right-hand bat,Off-break
Brooke Walker,Brooke Graeme Keith Walker,25-03-1977,New Zealand,"Auckland, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break
Bruce Blair,Bruce Robert Blair,27-12-1957,New Zealand,"Dunedin, Otago, New Zealand",New Zealand,New Zealand,Left-hand bat,Right-arm medium
Bruce Bolton,Bruce Alfred Bolton,31-05-1935,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break
Bruce Dooland,Bruce Dooland,01-11-1923,Australia,"Cowandilla, Adelaide, South Australia, Australia",Australia,Australia,Right-hand bat,Leg-break googly
Bruce Edgar,Bruce Adrian Edgar,23-11-1956,New Zealand,"Wellington, New Zealand",New Zealand,New Zealand,Left-hand bat,Right-arm slow-medium
Bruce Francis,Bruce Colin Francis,18-02-1948,Australia,"Mosman, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm medium
Bruce French,Bruce Nicholas French,13-08-1959,England,"Warsop, Nottinghamshire, England",England,England,Right-hand bat,
Bruce Laird,Bruce Malcolm Laird,21-11-1950,Australia,"Mount Lawley, Perth, Western Australia, Australia",Australia,Australia,Right-hand bat,
Bruce Martin,Bruce Philip Martin,25-04-1980,New Zealand,"Whangarei, Northland, New Zealand",New Zealand,"Auckland,
New Zealand",Right-hand bat,Slow left-arm
Bruce Mitchell,Bruce Mitchell,08-01-1909,South Africa,"Ferreira Deep Gold Mine, Johannesburg, Transvaal, South Africa",South Africa,South Africa,Right-hand bat,Leg-break
Bruce Morrison,Bruce Donald Morrison,17-12-1933,New Zealand,"Lower Hutt, Wellington, New Zealand",New Zealand,New Zealand,Left-hand bat,Right-arm medium
Bruce Murray,Bruce Alexander Grenfell Murray,18-09-1940,New Zealand,"Johnsonville, Wellington, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break
Bruce Pairaudeau,Bruce Hamilton Pairaudeau,14-04-1931,Guyana,"Georgetown, Demerara, Guyana",West Indies,West Indies,Right-hand bat,Leg-break googly
Bruce Patterson,Bruce Mathew Winston Patterson,29-01-1965,Scotland,"Ayr, Scotland",Scotland,Scotland,Right-hand bat,
Bruce Reid,Bruce Anthony Reid,14-03-1963,Australia,"Osborne Park, Perth, Western Australia, Australia",Australia,Australia,Left-hand bat,Left-arm fast-medium
Bruce Taylor,Bruce Richard Taylor,12-07-1943,New Zealand,"Timaru, South Canterbury, New Zealand",New Zealand,New Zealand,Left-hand bat,Right-arm fast-medium
Bruce Yardley,Bruce Yardley,05-09-1947,Australia,"Midland, Western Australia, Australia",Australia,Australia,Right-hand bat,"Right-arm fast-medium, Right-arm medium, Off-break"
Brun Smith,Frank Brunton Smith,13-03-1922,New Zealand,"Rangiora, North Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Off-break
Bryan Andrews,Bryan Andrews,04-04-1945,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Bryan Davis,Bryan Allan Davis,02-05-1940,Trinidad and Tobago,"Belmont, Port of Spain, Trinidad",West Indies,West Indies,Right-hand bat,Off-break
Bryan Mauricette,Bryan Michael Mauricette,04-09-1946,St Lucia,St Lucia,Canada,Canada,Right-hand bat,
Bryan Strang,Bryan Colin Strang,09-06-1972,Zimbabwe,"Bulawayo, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Left-arm medium-fast
Bryan Valentine,Bryan Herbert Valentine,17-01-1908,England,"Blackheath, Kent, England",England,England,Right-hand bat,Right-arm medium
Bryan Young,Bryan Andrew Young,03-11-1964,New Zealand,"Whangarei, Northland, New Zealand",New Zealand,New Zealand,Right-hand bat,
Bryan Yuile,Bryan William Yuile,29-10-1941,New Zealand,"Palmerston North, Manawatu, New Zealand",New Zealand,New Zealand,Right-hand bat,Slow left-arm
Bryce McGain,Bryce Edward McGain,25-03-1972,Australia,"Mornington, Victoria, Australia",Australia,"Australia, Victoria",Right-hand bat,Leg-break googly
Buddy Oldfield,Norman Oldfield,05-05-1911,England,"Dukinfield, Cheshire, England",England,England,Right-hand bat,
Budhi Kunderan,Budhisagar Krishnappa Kunderan,02-10-1939,India,"Mulki, Karnataka, India",India,India,Right-hand bat,Right-arm medium
Bunny Butler,Lennox Stephen Butler,09-02-1929,Trinidad and Tobago,"Woodbrook, Port of Spain, Trinidad",West Indies,West Indies,Right-hand bat,Right-arm fast-medium
Bunny Lucas,Alfred Perry Lucas,20-02-1857,England,"Westminster, Middlesex, England",England,England,Right-hand bat,Right-arm slow roundarm
Burton van Rooi,Burton Oliver van Rooi,09-07-1982,Namibia,"Windhoek, Namibia",Namibia,Namibia,Right-hand bat,Right-arm medium
Buster Farrer,William Stephen Farrer,08-12-1936,South Africa,"King William's Town, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Off-break
Buster Nupen,Eiulf Peter Nupen,01-01-1902,Norway,"near Alesund, Norway",South Africa,South Africa,Right-hand bat,Right-arm fast-medium
Butch White,David William White,14-12-1935,England,"Sutton Coldfield, Warwickshire, England",England,England,Left-hand bat,Right-arm fast
Callum Ferguson,Callum James Ferguson,21-11-1984,Australia,"North Adelaide, South Australia, Australia",Australia,"Australia, South Australia, Pune Warriors",Right-hand bat,Right-arm medium
Calum MacLeod,Calum Scott MacLeod,15-11-1988,Scotland,"Glasgow, Lanarkshire, Scotland",Scotland,Scotland,Right-hand bat,Right-arm medium-fast
Calvert Hooper,Calvert Kenroy Hooper,10-08-1982,St Vincent and the Grenadines,St Vincent,Canada,Canada,Right-hand bat,Right-arm fast-medium
Calvin Burnett,Calvin Gary Burnett,23-10-1990,Scotland,"Dundee, Angus, Scotland",Scotland,Scotland,Left-hand bat,Right-arm medium-fast
Cameron Borgas,Cameron James Borgas,01-09-1983,Australia,"Melrose Park, South Australia, Australia",Australia,South Australia,Right-hand bat,Off-break
Cameron Cuffy,Cameron Eustace Cuffy,08-02-1970,St Vincent and the Grenadines,"South Rivers, St Vincent",West Indies,West Indies,Right-hand bat,Right-arm fast
Cameron White,Cameron Leon White,18-08-1983,Australia,"Bairnsdale, Victoria, Australia",Australia,"Australia, Victoria, Royal Challengers Bangalore, Deccan Chargers, Sunrisers",Right-hand bat,Leg-break googly
Cammie Smith,Cameron Wilberforce Smith,29-07-1933,Barbados,"Upper Dayrells Road, St Michael, Barbados",West Indies,West Indies,Right-hand bat,
Carl Bulfin,Carl Edwin Bulfin,19-08-1973,New Zealand,"Blenheim, Marlborough, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm fast-medium
Carl Hooper,Carl Llewellyn Hooper,15-12-1966,Guyana,"Georgetown, Demerara, Guyana",West Indies,West Indies,Right-hand bat,Off-break
Carl Rackemann,Carl Gray Rackemann,03-06-1960,Australia,"Wondai, Brisbane, Queensland, Australia",Australia,Australia,Right-hand bat,Right-arm fast
Carl Tuckett,Carl McArthur Tuckett,18-05-1970,St Kitts and Nevis,"Government Road, Charlestown, Nevis",West Indies,West Indies,Right-hand bat,Right-arm fast-medium
Carlisle Best,Carlisle Alonza Best,14-05-1959,Barbados,"Richmond Gap, St Michael, Barbados",West Indies,West Indies,Right-hand bat,"Right-arm medium, Off-break"
Carlos Brathwaite,Carlos Ricardo Brathwaite,18-07-1988,Barbados,"Lodge Road, Christ Church, Barbados",West Indies,"West Indies, Delhi Daredevils",Right-hand bat,Right-arm fast-medium
Carlton Baugh,Carlton Seymour Baugh,23-06-1982,Jamaica,"Kingston, Jamaica",West Indies,West Indies,Right-hand bat,Leg-break googly
CB Fry,Charles Burgess Fry,25-04-1872,England,"St James Road, Croydon, Surrey, England",England,England,Right-hand bat,Right-arm fast-medium
CD Gopinath,Coimbatarao Doraikannu Gopinath,01-03-1930,India,"Madras (now Chennai), India",India,India,Right-hand bat,"Right-arm medium, Off-break"
Cec Dixon,Cecil Donovan Dixon,12-02-1891,South Africa,"Potchefstroom, Transvaal, South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium
Cecil Marshall,Cecil Alphonso Marshall,13-09-1939,Trinidad and Tobago,Trinidad,Canada,Canada,Right-hand bat,Right-arm medium
Cecil Parkin,Cecil Harry Parkin,18-02-1886,England,"Eaglescliffe, Co Durham, England",England,England,Right-hand bat,"Off-break, Leg-break"
Cephas Zhuwao,Cephas Zhuwao,15-12-1984,Zimbabwe,"Harare, Zimbabwe",Zimbabwe,Zimbabwe,Left-hand bat,Leg-break
Ces Burke,Cecil Burke,27-03-1914,New Zealand,"Ellerslie, Auckland, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break googly
Chad Keegan,Chad Blake Keegan,30-07-1979,South Africa,"Sandton, Johannesburg, Transvaal, South Africa",,Sussex,Right-hand bat,Right-arm fast-medium
Chadwick Walton,Chadwick Antonio Kirkpatrick Walton,03-07-1985,Jamaica,Jamaica,West Indies,West Indies,Right-hand bat,
Chamara Dunusinghe,Chamara Iroshan Dunusinghe,19-10-1970,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,
Chamara Kapugedera,Chamara Kantha Kapugedera,24-02-1987,Sri Lanka,"Kandy, Sri Lanka",Sri Lanka,"Sri Lanka, Chennai Super Kings",Right-hand bat,Right-arm medium
Chamara Silva,Lindamlilage Prageeth Chamara Silva,14-12-1979,Sri Lanka,"Panadura, Sri Lanka",Sri Lanka,"Sri Lanka, Kandurata, Deccan Chargers",Right-hand bat,Leg-break
Chamila Gamage,Materba Kanatha Gamage Chamila Premanath Lakshitha,04-01-1979,Sri Lanka,"Unawatuna, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm fast-medium
Chaminda Mendis,Manimeldura Chaminda Mendis,28-12-1968,Sri Lanka,"Galle, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Off-break
Chaminda Vaas,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,27-01-1974,Sri Lanka,"Mattumagala, Sri Lanka",Sri Lanka,"Sri Lanka, Asian Cricket Council XI, Deccan Chargers",Left-hand bat,Left-arm fast-medium
Champaka Ramanayake,Champaka Priyadarshana Hewage Ramanayake,08-01-1965,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm fast-medium
Chamu Chibhabha,Chamunorwa Justice Chibhabha,06-09-1986,Zimbabwe,"Masvingo, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm medium
Chanaka Welagedara,Uda Walawwe Mahim Bandaralage Chanaka Asanka Welagedara,20-03-1981,Sri Lanka,"Matale, Sri Lanka",Sri Lanka,"Sri Lanka, Wayamba",Right-hand bat,Left-arm fast-medium
Chandika Hathurusingha,Upul Chandika Hathurusingha,13-09-1968,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm medium-fast
Chandra Sarwate,Chandrasekhar Trimbak Sarwate,22-07-1920,India,"Sagor, Madhya Pradesh, India",India,India,Right-hand bat,"Leg-break, Off-break"
Chandrakant Pandit,Chandrakant Sitaram Pandit,30-09-1961,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Right-hand bat,
Chandrakant Patankar,Chandrakant Trimbak Patankar,24-11-1930,India,"Pen, Maharashtra, India",India,India,Right-hand bat,
Chandrasekhar Gadkari,Chandrasekhar Vaman Gadkari,03-02-1928,India,"Poona (now Pune), Maharashtra, India",India,India,Right-hand bat,Right-arm medium
Chandu Borde,Chandrakant Gulabrao Borde,21-07-1934,India,"Poona (now Pune), Maharashtra, India",India,India,Right-hand bat,Leg-break
Charith Senanayake,Charith Panduka Senanayake,19-12-1962,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,Right-arm medium
Charitha Buddhika,Thudellage Charitha Buddhika Fernando,22-08-1980,Sri Lanka,"Panadura, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm fast-medium
Charl Langeveldt,Charl Kenneth Langeveldt,17-12-1974,South Africa,"Stellenbosch, Cape Province, South Africa",South Africa,"South Africa, Cape Cobras, Royal Challengers Bangalore, Kolkata Knight Riders",Right-hand bat,Right-arm fast-medium
Charl Willoughby,Charl Myles Willoughby,03-12-1974,South Africa,"Cape Town, Cape Province, South Africa",South Africa,"Somerset,
South Africa",Left-hand bat,Left-arm fast-medium
Charles Bannerman,Charles Bannerman,03-07-1851,England,"Woolwich, Kent, England",Australia,Australia,Right-hand bat,
Charles Coventry,Charles John Coventry,26-02-1867,England,"Marylebone, Middlesex, England",England,England,Right-hand bat,
Charles Fichardt,Charles Gustav Fichardt,20-03-1870,South Africa,"Bloemfontein, Orange Free State, South Africa",South Africa,South Africa,Right-hand bat,
Charles Hime,Charles Frederick William Hime,24-10-1869,Bermuda,Bermuda,South Africa,South Africa,Right-hand bat,Right-arm medium
Charles Jones,Charles Ernest Llewellyn Jones,03-11-1902,Guyana,"Georgetown, Demerara, Guyana",West Indies,West Indies,Left-hand bat,Slow left-arm
Charles Kelleway,Charles Kelleway,25-04-1886,Australia,"Lismore, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Charles Leslie,Charles Frederick Henry Leslie,08-12-1861,England,"Mayfair, Westminster, Middlesex, England",England,England,Right-hand bat,Right-arm fast
Charles Macartney,Charles George Macartney,27-06-1886,Australia,"West Maitland, New South Wales, Australia",Australia,Australia,Right-hand bat,Slow left-arm
Charles Mills,Charles Henry Mills,26-11-1867,England,"Peckham, London, England",South Africa,South Africa,Right-hand bat,Right-arm medium
Charles Palmer,Charles Henry Palmer,15-05-1919,England,"Old Hill, Staffordshire, England",England,England,Right-hand bat,"Right-arm medium, Right-arm slow"
Charles Prince,Charles Frederick Henry Prince,11-09-1874,South Africa,"Boshof, Orange Free State, South Africa",South Africa,South Africa,Right-hand bat,
Charles Studd,Charles Thomas Studd,02-12-1860,England,"Spratton, Northamptonshire, England",England,England,Right-hand bat,Right-arm medium-fast
Charles Vintcent,Charles Henry Vintcent,02-09-1866,South Africa,"Mossel Bay, Cape Colony, South Africa",South Africa,South Africa,Left-hand bat,Left-arm medium-fast
Charles Wright,Charles William Wright,27-05-1863,England,"Harewood, Yorkshire, England",England,England,Right-hand bat,
Charlie Absolom,Charles Alfred Absolom,07-06-1846,England,"Blackheath, Kent, England",England,England,Right-hand bat,Right-arm medium
Charlie Baksh,Showkat Baksh,15-03-1940,Trinidad and Tobago,Trinidad,Canada,Canada,Right-hand bat,
Charlie Barnett,Charles John Barnett,03-07-1910,England,"Fairview, Cheltenham, Gloucestershire, England",England,England,Right-hand bat,Right-arm medium
Charlie Davis,Charles Allan Davis,01-01-1944,Trinidad and Tobago,"Belmont, Port of Spain, Trinidad",West Indies,West Indies,Right-hand bat,Right-arm medium
Charlie Eady,Charles John Eady,29-10-1870,Australia,"Hobart, Tasmania, Australia",Australia,Australia,Right-hand bat,Right-arm fast
Charlie Finlason,Charles Edward Finlason,19-02-1860,England,"Camberwell, Surrey, England",South Africa,South Africa,Right-hand bat,Off-break
Charlie Frank,Charles Newton Frank,27-01-1891,South Africa,"Jagersfontein, Orange Free State, South Africa",South Africa,South Africa,Right-hand bat,
Charlie Griffith,Charles Christopher Griffith,14-12-1938,Barbados,"Pie Corner, St Lucy, Barbados",West Indies,West Indies,Right-hand bat,Right-arm fast
Charlie Hallows,Charles Hallows,04-04-1895,England,"Little Lever, Lancashire, England",England,England,Left-hand bat,Slow left-arm
Charlie Llewellyn,Charles Bennett Llewellyn,26-09-1876,South Africa,"Pietermaritzburg, Natal, South Africa",South Africa,South Africa,Left-hand bat,Left-arm slow-medium
Charlie Lock,Alan Charles Ingram Lock,10-09-1962,Zimbabwe,"Marandellas (now Marondera), Mashonaland, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm fast-medium
Charlie McGahey,Charles Percy McGahey,12-02-1871,England,"Stepney, Middlesex, England",England,England,Right-hand bat,Leg-break
Charlie McLeod,Charles Edward McLeod,24-10-1869,Australia,"Sandridge (now Port Melbourne), Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm medium
Charlie Parker,Charles Warrington Leonard Parker,14-10-1882,England,"Prestbury, Gloucestershire, England",England,England,Right-hand bat,Slow left-arm
Charlie Smith,Charles James Edward Smith,25-12-1872,South Africa,"Gamtoos River, Cape Colony, South Africa",South Africa,South Africa,Right-hand bat,
Charlie Stayers,Sven Conrad Stayers,09-06-1937,Guyana,"Georgetown, Demerara, Guyana",West Indies,West Indies,Right-hand bat,Right-arm fast-medium
Charlie Townsend,Charles Lucas Townsend,07-11-1876,England,"Clifton, Bristol, England",England,England,Left-hand bat,Leg-break
Charlie Turner,Charles Thomas Biass Turner,16-11-1862,Australia,"Bathurst, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm medium-fast
Charran Singh,Charran Kamkaran Singh,27-11-1935,Trinidad and Tobago,"San Juan, Trinidad",West Indies,West Indies,Left-hand bat,Slow left-arm
Chaturanga de Silva,Pinnaduwage Chaturanga de Silva,17-01-1990,Sri Lanka,"Galle, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,Slow left-arm
Chester Watson,Chester Donald Watson,01-07-1938,Jamaica,"Negril, Westmoreland, Jamaica",West Indies,West Indies,Right-hand bat,Right-arm fast
Chetan Chauhan,Chetandra Pratap Singh Chauhan,21-07-1947,India,"Bareilly, Uttar Pradesh, India",India,India,Right-hand bat,Off-break
Chetan Sharma,Chetan Sharma,03-01-1966,India,"Ludhiana, Punjab, India",India,India,Right-hand bat,Right-arm fast-medium
